 time       v(/in)     v(/out)    i(XU1:+IN) i(XU1:-IN) i(XU1:OUT)
 9.070e-03  4.256e-02  8.512e-02  1.809e-17 -1.809e-17 -4.256e-06 
 9.080e-03  4.816e-02  9.631e-02  1.753e-17 -1.753e-17 -4.815e-06 
 9.090e-03  5.356e-02  1.071e-01  1.688e-17 -1.688e-17 -5.356e-06 
 9.100e-03  5.876e-02  1.175e-01  1.618e-17 -1.618e-17 -5.875e-06 
 9.110e-03  6.372e-02  1.274e-01  1.541e-17 -1.541e-17 -6.372e-06 
 9.120e-03  6.843e-02  1.369e-01  1.458e-17 -1.458e-17 -6.843e-06 
 9.130e-03  7.287e-02  1.457e-01  1.369e-17 -1.369e-17 -7.287e-06 
 9.140e-03  7.702e-02  1.540e-01  1.275e-17 -1.275e-17 -7.702e-06 
 9.150e-03  8.087e-02  1.617e-01  1.175e-17 -1.175e-17 -8.087e-06 
 9.160e-03  8.440e-02  1.688e-01  1.072e-17 -1.072e-17 -8.440e-06 
 9.170e-03  8.760e-02  1.752e-01  9.633e-18 -9.633e-18 -8.760e-06 
 9.180e-03  9.045e-02  1.809e-01  8.519e-18 -8.519e-18 -9.045e-06 
 9.190e-03  9.294e-02  1.859e-01  7.361e-18 -7.361e-18 -9.294e-06 
 9.200e-03  9.507e-02  1.901e-01  6.184e-18 -6.184e-18 -9.507e-06 
 9.210e-03  9.682e-02  1.936e-01  4.972e-18 -4.972e-18 -9.682e-06 
 9.220e-03  9.819e-02  1.964e-01  3.751e-18 -3.751e-18 -9.819e-06 
 9.230e-03  9.917e-02  1.983e-01  2.505e-18 -2.505e-18 -9.917e-06 
 9.240e-03  9.976e-02  1.995e-01  1.260e-18 -1.260e-18 -9.976e-06 
 9.250e-03  9.996e-02  1.999e-01 -1.256e-21  1.256e-21 -9.996e-06 
 9.260e-03  9.976e-02  1.995e-01 -1.252e-18  1.252e-18 -9.976e-06 
 9.270e-03  9.917e-02  1.983e-01 -2.508e-18  2.508e-18 -9.917e-06 
 9.280e-03  9.819e-02  1.964e-01 -3.743e-18  3.743e-18 -9.819e-06 
 9.290e-03  9.682e-02  1.936e-01 -4.975e-18  4.975e-18 -9.682e-06 
 9.300e-03  9.507e-02  1.901e-01 -6.176e-18  6.176e-18 -9.507e-06 
 9.310e-03  9.294e-02  1.859e-01 -7.363e-18  7.363e-18 -9.294e-06 
 9.320e-03  9.045e-02  1.809e-01 -8.511e-18  8.511e-18 -9.045e-06 
 9.330e-03  8.760e-02  1.752e-01 -9.636e-18  9.636e-18 -8.760e-06 
 9.340e-03  8.440e-02  1.688e-01 -1.071e-17  1.071e-17 -8.440e-06 
 9.350e-03  8.087e-02  1.617e-01 -1.176e-17  1.176e-17 -8.087e-06 
 9.360e-03  7.702e-02  1.540e-01 -1.274e-17  1.274e-17 -7.702e-06 
 9.370e-03  7.287e-02  1.457e-01 -1.369e-17  1.369e-17 -7.287e-06 
 9.380e-03  6.843e-02  1.369e-01 -1.457e-17  1.457e-17 -6.843e-06 
 9.390e-03  6.372e-02  1.274e-01 -1.541e-17  1.541e-17 -6.372e-06 
 9.400e-03  5.875e-02  1.175e-01 -1.618e-17  1.618e-17 -5.876e-06 
 9.410e-03  5.356e-02  1.071e-01 -1.689e-17  1.689e-17 -5.356e-06 
 9.420e-03  4.816e-02  9.632e-02 -1.752e-17  1.752e-17 -4.816e-06 
 9.430e-03  4.256e-02  8.512e-02 -1.810e-17  1.810e-17 -4.256e-06 
 9.440e-03  3.680e-02  7.360e-02 -1.859e-17  1.859e-17 -3.680e-06 
 9.450e-03  3.089e-02  6.178e-02 -1.902e-17  1.902e-17 -3.089e-06 
 9.460e-03  2.486e-02  4.972e-02 -1.937e-17  1.937e-17 -2.486e-06 
 9.470e-03  1.873e-02  3.746e-02 -1.965e-17  1.965e-17 -1.873e-06 
 9.480e-03  1.253e-02  2.506e-02 -1.984e-17  1.984e-17 -1.253e-06 
 9.490e-03  6.276e-03  1.256e-02 -1.996e-17  1.996e-17 -6.278e-07 
 9.500e-03 -3.667e-07  3.266e-06 -2.000e-17  2.000e-17 -1.633e-10 
 9.510e-03 -6.277e-03 -1.255e-02 -1.996e-17  1.996e-17  6.275e-07 
 9.520e-03 -1.253e-02 -2.505e-02 -1.984e-17  1.984e-17  1.253e-06 
 9.530e-03 -1.873e-02 -3.746e-02 -1.965e-17  1.965e-17  1.873e-06 
 9.540e-03 -2.486e-02 -4.972e-02 -1.937e-17  1.937e-17  2.486e-06 
 9.550e-03 -3.089e-02 -6.178e-02 -1.902e-17  1.902e-17  3.089e-06 
 9.560e-03 -3.680e-02 -7.359e-02 -1.859e-17  1.859e-17  3.680e-06 
 9.570e-03 -4.256e-02 -8.512e-02 -1.810e-17  1.810e-17  4.256e-06 
 9.580e-03 -4.816e-02 -9.631e-02 -1.752e-17  1.752e-17  4.815e-06 
 9.590e-03 -5.356e-02 -1.071e-01 -1.689e-17  1.689e-17  5.356e-06 
 9.600e-03 -5.876e-02 -1.175e-01 -1.618e-17  1.618e-17  5.875e-06 
 9.610e-03 -6.372e-02 -1.274e-01 -1.541e-17  1.541e-17  6.372e-06 
 9.620e-03 -6.843e-02 -1.369e-01 -1.458e-17  1.458e-17  6.843e-06 
 9.630e-03 -7.287e-02 -1.457e-01 -1.369e-17  1.369e-17  7.287e-06 
 9.640e-03 -7.702e-02 -1.540e-01 -1.275e-17  1.275e-17  7.702e-06 
 9.650e-03 -8.087e-02 -1.617e-01 -1.176e-17  1.176e-17  8.087e-06 
 9.660e-03 -8.440e-02 -1.688e-01 -1.071e-17  1.071e-17  8.440e-06 
 9.670e-03 -8.760e-02 -1.752e-01 -9.638e-18  9.638e-18  8.760e-06 
 9.680e-03 -9.045e-02 -1.809e-01 -8.514e-18  8.514e-18  9.045e-06 
 9.690e-03 -9.294e-02 -1.859e-01 -7.366e-18  7.366e-18  9.294e-06 
 9.700e-03 -9.507e-02 -1.901e-01 -6.179e-18  6.179e-18  9.507e-06 
 9.710e-03 -9.682e-02 -1.936e-01 -4.977e-18  4.977e-18  9.682e-06 
 9.720e-03 -9.819e-02 -1.964e-01 -3.746e-18  3.746e-18  9.819e-06 
 9.730e-03 -9.917e-02 -1.983e-01 -2.510e-18  2.510e-18  9.917e-06 
 9.740e-03 -9.976e-02 -1.995e-01 -1.255e-18  1.255e-18  9.976e-06 
 9.750e-03 -9.996e-02 -1.999e-01 -3.749e-21  3.749e-21  9.996e-06 
 9.760e-03 -9.976e-02 -1.995e-01  1.257e-18 -1.257e-18  9.976e-06 
 9.770e-03 -9.917e-02 -1.983e-01  2.503e-18 -2.503e-18  9.917e-06 
 9.780e-03 -9.819e-02 -1.964e-01  3.748e-18 -3.748e-18  9.819e-06 
 9.790e-03 -9.682e-02 -1.936e-01  4.970e-18 -4.970e-18  9.682e-06 
 9.800e-03 -9.507e-02 -1.901e-01  6.181e-18 -6.181e-18  9.507e-06 
 9.810e-03 -9.294e-02 -1.859e-01  7.358e-18 -7.358e-18  9.294e-06 
 9.820e-03 -9.045e-02 -1.809e-01  8.516e-18 -8.516e-18  9.045e-06 
 9.830e-03 -8.760e-02 -1.752e-01  9.631e-18 -9.631e-18  8.760e-06 
 9.840e-03 -8.440e-02 -1.688e-01  1.072e-17 -1.072e-17  8.440e-06 
 9.850e-03 -8.087e-02 -1.617e-01  1.175e-17 -1.175e-17  8.087e-06 
 9.860e-03 -7.702e-02 -1.540e-01  1.275e-17 -1.275e-17  7.702e-06 
 9.870e-03 -7.287e-02 -1.457e-01  1.369e-17 -1.369e-17  7.287e-06 
 9.880e-03 -6.843e-02 -1.369e-01  1.458e-17 -1.458e-17  6.843e-06 
 9.890e-03 -6.372e-02 -1.274e-01  1.541e-17 -1.541e-17  6.372e-06 
 9.900e-03 -5.875e-02 -1.175e-01  1.618e-17 -1.618e-17  5.876e-06 
 9.910e-03 -5.356e-02 -1.071e-01  1.688e-17 -1.688e-17  5.356e-06 
 9.920e-03 -4.816e-02 -9.632e-02  1.753e-17 -1.753e-17  4.816e-06 
 9.930e-03 -4.256e-02 -8.512e-02  1.809e-17 -1.809e-17  4.256e-06 
 9.940e-03 -3.680e-02 -7.360e-02  1.860e-17 -1.860e-17  3.680e-06 
 9.950e-03 -3.089e-02 -6.178e-02  1.902e-17 -1.902e-17  3.089e-06 
 9.960e-03 -2.486e-02 -4.972e-02  1.937e-17 -1.937e-17  2.486e-06 
 9.970e-03 -1.873e-02 -3.746e-02  1.964e-17 -1.964e-17  1.873e-06 
 9.980e-03 -1.253e-02 -2.506e-02  1.984e-17 -1.984e-17  1.253e-06 
 9.990e-03 -6.276e-03 -1.256e-02  1.996e-17 -1.996e-17  6.278e-07 
 1.000e-02 -1.501e-13 -4.001e-06  2.001e-17 -2.001e-17  2.001e-10 
